tq:q,ts:s,overlap
t8999:c1,t3865734:c4,34
t8999:c1,t3968182:c4,34
t8999:c1,t4139008:c1,87
t8999:c1,t5067905:c4,37
t8999:c1,t5822367:c4,34
t8999:c1,t6174996:c5,33
t8999:c1,t6923471:c4,34
t8999:c1,t7062870:c4,42
t8999:c1,t8285286:c1,34
t8999:c1,t10010944:c2,39
t8999:c1,t10038844:c1,60
t8999:c1,t10054842:c1,83
t8999:c1,t10064580:c1,28
t8999:c1,t10110142:c1,78
t8999:c1,t10126952:c0,73
t8999:c1,t1013430:c1,35
t8999:c1,t10178239:c8,46
t8999:c1,t10197692:c1,27
t8999:c1,t10217130:c1,36
t8999:c1,t10217799:c2,90
t8999:c1,t10235239:c1,76
t8999:c1,t10244859:c15,38
t8999:c1,t10249113:c1,27
t8999:c1,t10254257:c6,83
t8999:c1,t10271693:c3,73
t8999:c1,t102817:c1,37
t8999:c1,t10283276:c1,53
t8999:c1,t10296658:c2,60
t9136:c4,t1388363:c2,63
t9136:c4,t1388363:c8,11
t9136:c4,t3127133:c2,24
t9136:c4,t3747265:c0,3
t9136:c4,t6198259:c0,4
t9136:c4,t6198259:c1,4
t9136:c4,t6540757:c0,4
t9136:c4,t6540757:c5,25
t9136:c4,t7566773:c4,3
t9136:c4,t7593231:c0,3
t9136:c4,t7600072:c0,3
t9136:c4,t7629341:c2,11
t9136:c4,t7829686:c0,4
t9136:c4,t7829686:c5,25
t9136:c4,t7926417:c2,63
t9136:c4,t7926417:c8,11
t9136:c4,t8240457:c4,4
t9136:c4,t8240457:c5,3
t9136:c4,t8240457:c6,6
t9136:c4,t8240457:c7,4
t9136:c4,t8240457:c11,27
t9136:c4,t8240457:c13,5
t9136:c4,t8529725:c0,4
t9136:c4,t8529725:c5,25
t9136:c4,t8614580:c1,3
t9136:c4,t9024743:c0,4
t9136:c4,t9024743:c5,25
t9136:c4,t1413392:c19,4
t9136:c4,t1413392:c20,6
t9136:c4,t2675666:c2,14
t9136:c4,t4978186:c7,2
t9136:c4,t539876:c4,3
t9136:c4,t6000396:c0,4
t9136:c4,t6662186:c0,1
t9136:c4,t7060657:c4,21
t9136:c4,t8714955:c2,14
t9136:c4,t3452737:c0,3
t9136:c4,t37265:c1,3
t9136:c4,t37265:c2,3
t9136:c4,t37265:c4,15
t9136:c4,t37265:c6,3
t9136:c4,t37265:c8,2
t9136:c4,t5150604:c0,3
t9136:c4,t8193114:c0,3
t9136:c4,t9297861:c1,1
t9136:c4,t1963300:c19,4
t9136:c4,t1963300:c20,6
t9136:c4,t2990386:c6,3
t9136:c4,t4157550:c1,36
t9136:c4,t4420155:c3,4
t9136:c4,t5040064:c4,3
t9136:c4,t5040064:c5,13
t9136:c4,t5040064:c7,3
t9136:c4,t5225064:c0,4
t9136:c4,t5225064:c1,4
t9136:c4,t5225064:c4,2
t9136:c4,t5225064:c5,4
t9136:c4,t5225064:c6,4
t9136:c4,t5769411:c2,4
t9136:c4,t6322312:c5,3
t9136:c4,t6322312:c8,3
t9136:c4,t6890489:c0,4
t9136:c4,t8198731:c5,10
t9136:c4,t8198731:c6,5
t9136:c4,t8458946:c0,1
t9136:c4,t9626868:c2,1
t9136:c4,t10077552:c5,3
t9136:c4,t10165129:c5,26
t9136:c4,t1343270:c0,3
t9136:c4,t1343270:c3,3
t9136:c4,t1357933:c0,3
t9136:c4,t2059772:c19,3
t9136:c4,t2059772:c20,5
t9136:c4,t2326036:c0,1
t9136:c4,t2648922:c0,1
t9136:c4,t2648922:c1,3
t9136:c4,t2913449:c0,3
t9136:c4,t2913449:c3,3
t9136:c4,t3082081:c5,12
t9136:c4,t4947979:c1,3
t9136:c4,t4947979:c2,4
t9136:c4,t4947979:c3,3
t9136:c4,t4947979:c4,2
t9136:c4,t4947979:c5,33
t9136:c4,t5594662:c0,3
t9136:c4,t5594662:c3,3
t9136:c4,t5756420:c0,4
t9136:c4,t5756420:c6,4
t9136:c4,t6191990:c2,15
t9136:c4,t6191990:c3,18
t9136:c4,t6854438:c4,11
t9136:c4,t6854438:c5,3
t9136:c4,t6854438:c6,15
t9136:c4,t6854438:c7,4
t9136:c4,t6854438:c11,14
t9136:c4,t6854438:c13,59
t9136:c4,t9355764:c1,3
t9136:c4,t9355764:c2,18
t9136:c4,t6359497:c1,3
t9136:c4,t6359497:c2,3
t9136:c4,t4047698:c6,24
t9136:c4,t4047698:c8,5
t9136:c4,t4047698:c9,14
t9136:c4,t4047698:c10,33
t9136:c4,t4047698:c12,15
t9136:c4,t4047698:c13,35
t9136:c4,t4047698:c15,27
t9136:c4,t4047698:c16,26
t9136:c4,t4047698:c17,36
t9136:c4,t4047698:c18,26
t9136:c4,t4047698:c19,24
t9136:c4,t4047698:c20,13
t9136:c4,t4047698:c22,12
t9136:c4,t4047698:c23,7
t9136:c4,t4047698:c24,29
t9136:c4,t5410705:c5,2
t9136:c4,t5874053:c0,4
t9136:c4,t5874053:c1,4
t9136:c4,t5874053:c18,33
t9136:c4,t6471012:c5,3
t9136:c4,t7154198:c19,3
t9136:c4,t7154198:c20,5
t9136:c4,t8506527:c1,3
t9136:c4,t8506527:c2,11
t9136:c4,t8506527:c3,3
t9136:c4,t8506527:c4,2
t9136:c4,t8506527:c5,39
t9136:c4,t8606921:c5,1
t9136:c4,t8606921:c6,4
t9136:c4,t8606921:c7,4
t9136:c4,t8606921:c8,4
t9136:c4,t8606921:c9,4
t9136:c4,t8606921:c10,4
t9136:c4,t8951244:c1,4
t9136:c4,t9671222:c1,7
t9136:c4,t9671222:c2,3
t9136:c4,t9876430:c6,16
t9136:c4,t9876430:c8,17
t9136:c4,t9876430:c9,11
t9136:c4,t9876430:c10,17
t9136:c4,t9876430:c11,6
t9136:c4,t9876430:c12,2
t9136:c4,t9876430:c13,4
t9136:c4,t1043440:c4,3
t9136:c4,t1120803:c0,3
t9136:c4,t1120803:c3,9
t9136:c4,t1619700:c4,85
t9136:c4,t2445617:c10,5
t9136:c4,t2445617:c15,14
t9136:c4,t2584037:c19,4
t9136:c4,t2584037:c20,5
t9136:c4,t3134199:c5,4
t9136:c4,t8868634:c5,47
t9136:c4,t8868634:c6,39
t9136:c4,t8868634:c8,33
t9136:c4,t8868634:c9,35
t9136:c4,t8868634:c10,18
t9136:c4,t8868634:c11,27
t9136:c4,t8868634:c12,25
t9136:c4,t8868634:c13,22
t9136:c4,t8868634:c14,15
t9136:c4,t8868634:c15,7
t9136:c4,t8868634:c16,19
t9136:c4,t8868634:c17,10
t9136:c4,t9161821:c1,27
t9136:c4,t9161821:c6,13
t9136:c4,t9161821:c8,5
t9136:c4,t9161821:c9,14
t9136:c4,t9161821:c10,33
t9136:c4,t9161821:c12,26
t9136:c4,t9161821:c13,35
t9136:c4,t9161821:c15,27
t9136:c4,t9161821:c16,26
t9136:c4,t9161821:c17,36
t9136:c4,t9161821:c18,26
t9136:c4,t9161821:c19,27
t9136:c4,t9161821:c20,13
t9136:c4,t9161821:c22,5
t9136:c4,t9161821:c23,15
t9136:c4,t9161821:c24,26
t9136:c4,t4917262:c0,3
t9136:c4,t1021991:c6,4
t9136:c4,t1021991:c9,17
t9136:c4,t1021991:c10,17
t9136:c4,t219732:c5,3
t9136:c4,t5622593:c2,15
t9136:c4,t7911700:c0,3
t9136:c4,t8030692:c6,4
t9136:c4,t8030692:c9,17
t9136:c4,t8030692:c10,17
t9136:c4,t9743762:c5,6
t9136:c4,t10225728:c5,9
t9136:c4,t10225728:c6,3
t9136:c4,t1611181:c5,3
t9136:c4,t1611181:c6,3
t9136:c4,t1828015:c1,3
t9136:c4,t5347633:c1,3
t9136:c4,t5347633:c2,11
t9136:c4,t5347633:c3,3
t9136:c4,t5347633:c4,2
t9136:c4,t5347633:c5,39
t9136:c4,t5498967:c0,25
t9136:c4,t6349752:c4,11
t9136:c4,t7491525:c1,3
t9136:c4,t7491525:c2,17
t9136:c4,t7491525:c3,17
t9136:c4,t7491525:c5,3
t9136:c4,t7749676:c2,3
t9136:c4,t7749676:c3,2
t9136:c4,t7749676:c4,11
t9136:c4,t7749676:c5,4
t9136:c4,t7749676:c6,3
t9136:c4,t7749676:c7,18
t9136:c4,t7749676:c8,3
t9136:c4,t7749676:c9,3
t9136:c4,t7749676:c10,3
t9136:c4,t7749676:c11,3
t9136:c4,t7749676:c12,3
t9136:c4,t7749676:c13,3
t9136:c4,t7749676:c14,3
t9136:c4,t7749676:c15,6
t9136:c4,t7749676:c16,3
t9136:c4,t7749676:c17,3
t9136:c4,t8405041:c7,3
t9136:c4,t8405041:c8,3
t9136:c4,t8405041:c9,3
t9136:c4,t8405041:c10,12
t9136:c4,t8405041:c11,16
t9136:c4,t8405041:c12,4
t9136:c4,t8405041:c13,14
t9136:c4,t8405041:c14,3
t9136:c4,t8405041:c19,13
t9136:c4,t8405041:c20,14
t9136:c4,t8405041:c23,4
t9136:c4,t8405041:c24,3
t9136:c4,t8405041:c27,3
t9136:c4,t8405041:c28,16
t9136:c4,t8405041:c29,7
t9136:c4,t8405041:c30,4
t9136:c4,t9357242:c0,4
t9136:c4,t9357242:c5,17
t9136:c4,t1928103:c5,8
t9136:c4,t2090130:c0,2
t9136:c4,t2491403:c2,3
t9136:c4,t2491403:c4,4
t9136:c4,t4824865:c2,20
t9136:c4,t4914166:c0,3
t9136:c4,t4914166:c2,2
t9136:c4,t4914166:c3,2
t9136:c4,t5135217:c2,3
t9136:c4,t5135217:c4,4
t9136:c4,t6156474:c5,3
t9136:c4,t6540177:c2,29
t9136:c4,t6704953:c2,20
t9136:c4,t715296:c0,1
t9136:c4,t7661:c5,6
t9136:c4,t7802369:c0,10
t9136:c4,t7802369:c1,15
t9136:c4,t7802369:c14,3
t9136:c4,t8421351:c0,4
t9136:c4,t8516841:c19,4
t9136:c4,t8516841:c20,6
t9136:c4,t8739005:c0,3
t9136:c4,t8739005:c2,2
t9136:c4,t8739005:c3,2
t9136:c4,t9413315:c0,1
t9136:c4,t10008760:c6,14
t9136:c4,t10011250:c1,18
t9136:c4,t10011250:c2,16
t9136:c4,t10011250:c3,15
t9136:c4,t10011250:c4,16
t9136:c4,t10011464:c0,14
t9136:c4,t10015756:c11,5
t9136:c4,t10015756:c12,6
t9136:c4,t10015756:c13,18
t9136:c4,t10015756:c14,19
t9136:c4,t10015756:c15,5
t9136:c4,t10015918:c2,3
t9136:c4,t10018935:c0,17
t9136:c4,t10019678:c6,28
t9136:c4,t10019678:c9,21
t9136:c4,t10019678:c10,51
t9136:c4,t10019678:c11,28
t9136:c4,t10019678:c14,20
t9136:c4,t10019678:c17,20
t9136:c4,t10019678:c18,19
t9136:c4,t10021036:c1,11
t9136:c4,t10022373:c4,16
t9136:c4,t10027214:c1,22
t9136:c4,t10028634:c4,4
t9136:c4,t10030536:c1,19
t9136:c4,t10033560:c1,12
t9136:c4,t10045281:c1,12
t9136:c4,t10046330:c5,10
t9136:c4,t10047406:c2,17
t9136:c4,t10047406:c3,4
t9136:c4,t10050639:c0,4
t9136:c4,t10051182:c7,5
t9136:c4,t10052519:c1,21
t9136:c4,t10052519:c2,16
t9136:c4,t10052519:c3,16
t9136:c4,t10052519:c4,9
t9136:c4,t10053813:c7,11
t9136:c4,t10055558:c1,13
t9136:c4,t10055558:c2,12
t9136:c4,t10055558:c3,13
t9136:c4,t10055558:c4,13
t9136:c4,t10056655:c1,17
t9136:c4,t10056655:c6,18
t9136:c4,t10057257:c0,28
t9136:c4,t10060391:c1,35
t9136:c4,t10067437:c1,34
t9136:c4,t10069176:c4,5
t9136:c4,t10072058:c5,14
t9136:c4,t10073062:c3,14
t9136:c4,t10073175:c5,14
t9136:c4,t10080826:c4,41
t9136:c4,t10080826:c10,26
t9136:c4,t1008136:c3,3
t9136:c4,t10083626:c5,19
t9136:c4,t10087234:c3,5
t9136:c4,t10095654:c6,4
t9136:c4,t10102113:c4,18
t9136:c4,t10102113:c5,27
t9136:c4,t10105716:c4,31
t9136:c4,t10107556:c0,17
t9136:c4,t10111682:c1,5
t9136:c4,t10112866:c5,16
t9136:c4,t10121985:c3,16
t9136:c4,t10122283:c7,8
t9136:c4,t10122283:c8,16
t9136:c4,t10122283:c9,5
t9136:c4,t10125703:c1,5
t9136:c4,t10127294:c2,12
t9136:c4,t10129417:c4,5
t9136:c4,t1012988:c1,29
t9136:c4,t1012988:c2,28
t9136:c4,t10129981:c3,4
t9136:c4,t10133573:c1,5
t9136:c4,t10135362:c5,12
t9136:c4,t10135362:c9,13
t9136:c4,t10157121:c10,14
t9136:c4,t10165556:c2,17
t9136:c4,t101723:c14,19
t9136:c4,t10177960:c2,10
t9136:c4,t10184291:c6,4
t9136:c4,t10184343:c3,6
t9136:c4,t10197560:c1,17
t9136:c4,t10197560:c2,15
t9136:c4,t10197560:c3,10
t9136:c4,t10197560:c4,16
t9136:c4,t10198233:c2,29
t9136:c4,t10200460:c4,23
t9136:c4,t10202350:c1,25
t9136:c4,t10203119:c5,22
t9136:c4,t10207037:c1,14
t9136:c4,t10207037:c2,5
t9136:c4,t10207037:c3,17
t9136:c4,t10211845:c8,11
t9136:c4,t10217799:c3,25
t9136:c4,t10220815:c4,13
t9136:c4,t10236630:c6,4
t9136:c4,t10238675:c7,9
t9136:c4,t10238675:c8,28
t9136:c4,t10240103:c6,14
t9136:c4,t10240710:c6,11
t9136:c4,t10240710:c7,5
t9136:c4,t10252090:c7,5
t9136:c4,t10254095:c2,29
t9136:c4,t10255653:c2,18
t9136:c4,t10268228:c1,5
t9136:c4,t10268805:c3,19
t9136:c4,t10268805:c4,14
t9136:c4,t10271755:c1,9
t9136:c4,t10274752:c1,14
t9136:c4,t10274752:c2,16
t9136:c4,t10274752:c3,25
t9136:c4,t10281900:c3,6
t9136:c4,t10284414:c2,5
t9136:c4,t10285349:c3,5
t9136:c4,t10294572:c3,18
t9136:c4,t10294572:c4,17
t9136:c4,t10297770:c4,16
t13388:c1,t1388363:c0,1
t13388:c1,t1388363:c7,44
t13388:c1,t1388363:c12,1
t13388:c1,t2022569:c1,9
t13388:c1,t2022569:c2,22
t13388:c1,t2022569:c3,37
t13388:c1,t3198605:c2,5
t13388:c1,t3640173:c0,2
t13388:c1,t6198259:c18,33
t13388:c1,t7566773:c0,28
t13388:c1,t7593231:c0,2
t13388:c1,t7593231:c1,1
t13388:c1,t7593231:c2,1
t13388:c1,t7593231:c3,13
t13388:c1,t7600072:c4,25
t13388:c1,t7926417:c0,1
t13388:c1,t7926417:c7,44
t13388:c1,t7926417:c12,1
t13388:c1,t8183565:c2,49
t13388:c1,t8183565:c3,19
t13388:c1,t8183565:c4,1
t13388:c1,t8614580:c0,1
t13388:c1,t8737262:c1,8
t13388:c1,t8737262:c2,1
t13388:c1,t8737262:c4,9
t13388:c1,t9037196:c3,16
t13388:c1,t9037196:c4,1
t13388:c1,t9624420:c3,25
t13388:c1,t10124629:c1,13
t13388:c1,t1265089:c0,1
t13388:c1,t1265089:c1,1
t13388:c1,t1265089:c3,7
t13388:c1,t1468991:c1,5
t13388:c1,t1468991:c2,17
t13388:c1,t1468991:c3,31
t13388:c1,t2122609:c1,10
t13388:c1,t2122609:c2,39
t13388:c1,t2122609:c3,31
t13388:c1,t2185975:c0,2
t13388:c1,t2185975:c1,1
t13388:c1,t2675666:c1,18
t13388:c1,t2755244:c1,33
t13388:c1,t3144709:c4,3
t13388:c1,t3353490:c0,1
t13388:c1,t3353490:c1,1
t13388:c1,t3353490:c3,7
t13388:c1,t3423530:c1,19
t13388:c1,t3423530:c2,10
t13388:c1,t4578061:c0,1
t13388:c1,t4578061:c5,1
t13388:c1,t4867951:c1,6
t13388:c1,t4867951:c2,39
t13388:c1,t4867951:c3,39
t13388:c1,t4937298:c0,1
t13388:c1,t4937298:c1,1
t13388:c1,t4937298:c3,7
t13388:c1,t4945772:c0,1
t13388:c1,t4945772:c1,1
t13388:c1,t4945772:c3,7
t13388:c1,t5029109:c0,1
t13388:c1,t5029109:c1,1
t13388:c1,t5029109:c3,7
t13388:c1,t532033:c1,31
t13388:c1,t532033:c2,11
t13388:c1,t5321914:c4,3
t13388:c1,t549379:c0,2
t13388:c1,t549379:c1,1
t13388:c1,t5903373:c4,1
t13388:c1,t6662186:c2,75
t13388:c1,t6959936:c1,6
t13388:c1,t6959936:c5,2
t13388:c1,t7067197:c4,1
t13388:c1,t7177937:c2,16
t13388:c1,t7396673:c2,16
t13388:c1,t7557232:c5,1
t13388:c1,t7826255:c2,16
t13388:c1,t8205499:c1,18
t13388:c1,t8205499:c2,11
t13388:c1,t8391425:c3,18
t13388:c1,t8391425:c4,1
t13388:c1,t8495834:c0,1
t13388:c1,t8495834:c1,1
t13388:c1,t8495834:c3,7
t13388:c1,t8533787:c1,6
t13388:c1,t8533787:c2,25
t13388:c1,t8533787:c3,52
t13388:c1,t8714955:c1,8
t13388:c1,t8930570:c4,1
t13388:c1,t9263337:c4,1
t13388:c1,t9816392:c0,20
t13388:c1,t2448018:c0,67
t13388:c1,t10052876:c3,49
t13388:c1,t10052876:c4,1
t13388:c1,t1119059:c0,6
t13388:c1,t3383237:c3,33
t13388:c1,t3383237:c4,1
t13388:c1,t353267:c2,38
t13388:c1,t37265:c0,6
t13388:c1,t4001117:c0,60
t13388:c1,t4001117:c2,2
t13388:c1,t701738:c3,35
t13388:c1,t701738:c4,1
t13388:c1,t7319715:c1,8
t13388:c1,t7319715:c2,1
t13388:c1,t7319715:c4,9
t13388:c1,t751525:c1,7
t13388:c1,t7550138:c0,5
t13388:c1,t8193114:c4,17
t13388:c1,t8477228:c4,1
t13388:c1,t9168467:c1,13
t13388:c1,t9168467:c2,25
t13388:c1,t9168467:c3,28
t13388:c1,t9205827:c1,8
t13388:c1,t9205827:c2,1
t13388:c1,t9205827:c4,9
t13388:c1,t9236551:c2,1
t13388:c1,t9297861:c2,4
t13388:c1,t976953:c1,10
t13388:c1,t976953:c2,10
t13388:c1,t6711631:c1,1
t13388:c1,t6711631:c2,0
t13388:c1,t6711631:c3,10
t13388:c1,t6711631:c4,26
t13388:c1,t6711631:c8,22
t13388:c1,t6711631:c10,4
t13388:c1,t115249:c5,1
t13388:c1,t115249:c6,17
t13388:c1,t1659746:c5,1
t13388:c1,t2096776:c0,1
t13388:c1,t3287297:c0,1
t13388:c1,t3295388:c0,1
t13388:c1,t3511945:c2,25
t13388:c1,t3650688:c1,13
t13388:c1,t3650688:c2,10
t13388:c1,t3952433:c0,39
t13388:c1,t4105424:c0,1
t13388:c1,t4148378:c3,21
t13388:c1,t4148378:c4,1
t13388:c1,t4180355:c1,16
t13388:c1,t4180355:c2,12
t13388:c1,t4270238:c1,5
t13388:c1,t4270238:c2,21
t13388:c1,t4270238:c3,33
t13388:c1,t4420155:c2,7
t13388:c1,t4631622:c0,9
t13388:c1,t5769411:c3,1
t13388:c1,t6261963:c0,1
t13388:c1,t6769670:c1,19
t13388:c1,t6890489:c2,1
t13388:c1,t7112131:c1,4
t13388:c1,t7112131:c3,52
t13388:c1,t7442:c2,7
t13388:c1,t7442:c3,15
t13388:c1,t7442:c4,32
t13388:c1,t7442:c5,4
t13388:c1,t7561259:c3,35
t13388:c1,t7561259:c4,2
t13388:c1,t7645457:c1,23
t13388:c1,t8458946:c1,1
t13388:c1,t8458946:c2,14
t13388:c1,t9018020:c3,47
t13388:c1,t9018020:c4,1
t13388:c1,t9262857:c5,1
t13388:c1,t9262857:c6,17
t13388:c1,t9682701:c1,12
t13388:c1,t9978842:c1,5
t13388:c1,t9978842:c2,17
t13388:c1,t9978842:c3,33
t13388:c1,t10077552:c8,30
t13388:c1,t10165129:c2,7
t13388:c1,t10165129:c3,15
t13388:c1,t10165129:c4,31
t13388:c1,t10165129:c5,4
t13388:c1,t1299993:c1,14
t13388:c1,t1299993:c2,11
t13388:c1,t1381886:c4,1
t13388:c1,t1390838:c4,1
t13388:c1,t1596045:c1,13
t13388:c1,t1596045:c2,11
t13388:c1,t4011652:c0,39
t13388:c1,t4011652:c1,21
t13388:c1,t4341769:c4,1
t13388:c1,t4542234:c1,1
t13388:c1,t47423:c4,1
t13388:c1,t5011423:c5,52
t13388:c1,t5011423:c6,13
t13388:c1,t5011423:c7,23
t13388:c1,t5011423:c8,29
t13388:c1,t5878521:c1,18
t13388:c1,t5878521:c2,11
t13388:c1,t6191990:c0,30
t13388:c1,t6191990:c1,8
t13388:c1,t6209022:c4,1
t13388:c1,t7441493:c2,4
t13388:c1,t79546:c3,33
t13388:c1,t79546:c4,1
t13388:c1,t8185707:c2,19
t13388:c1,t8370264:c1,10
t13388:c1,t8775866:c4,1
t13388:c1,t9355764:c6,26
t13388:c1,t9355764:c8,1
t13388:c1,t9394955:c2,25
t13388:c1,t9683542:c1,21
t13388:c1,t9683542:c2,11
t13388:c1,t6359497:c1,39
t13388:c1,t6359497:c3,27
t13388:c1,t6359497:c8,1
t13388:c1,t1126237:c5,2
t13388:c1,t1839410:c4,1
t13388:c1,t2135573:c0,16
t13388:c1,t2135573:c3,31
t13388:c1,t2135573:c4,14
t13388:c1,t2456584:c0,69
t13388:c1,t2456584:c1,1
t13388:c1,t2456584:c2,1
t13388:c1,t2899292:c4,2
t13388:c1,t3274228:c1,9
t13388:c1,t3274228:c3,29
t13388:c1,t3321760:c4,1
t13388:c1,t360436:c1,39
t13388:c1,t5374414:c3,49
t13388:c1,t5374414:c4,1
t13388:c1,t5410705:c6,33
t13388:c1,t5640287:c2,30
t13388:c1,t5640287:c8,29
t13388:c1,t6581779:c3,38
t13388:c1,t6581779:c4,1
t13388:c1,t7396483:c1,34
t13388:c1,t7396483:c5,1
t13388:c1,t7434640:c3,27
t13388:c1,t7434640:c4,1
t13388:c1,t8606921:c1,45
t13388:c1,t8715124:c1,9
t13388:c1,t8715124:c3,29
t13388:c1,t8951244:c3,7
t13388:c1,t9671222:c8,1
t13388:c1,t10047649:c0,11
t13388:c1,t1199711:c4,1
t13388:c1,t1201025:c0,42
t13388:c1,t1301448:c5,1
t13388:c1,t1619700:c10,21
t13388:c1,t1692020:c0,27
t13388:c1,t1822573:c0,41
t13388:c1,t2398276:c3,38
t13388:c1,t2612899:c4,2
t13388:c1,t3295059:c1,9
t13388:c1,t3295059:c2,26
